,period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
92,2022-01-31,0.88065854,35.37677427,14.29473792,204154934.0,3.35373416,0.32409009,32.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,12.78,IN,Indianapolis,Mall
93,2022-02-28,0.86519233,35.47699951,16.21484715,221331601.0,4.39132592,0.32750327,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.26,IN,Indianapolis,Mall
94,2022-03-31,0.86519233,35.47699951,16.21484715,221331601.0,4.39132592,0.32750327,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.15,IN,Indianapolis,Mall
95,2022-04-30,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,0.38871393,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.29,IN,Indianapolis,Mall
96,2022-05-31,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,0.38871393,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.61,IN,Indianapolis,Mall
97,2022-06-30,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,0.38871393,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.59,IN,Indianapolis,Mall
98,2022-07-31,0.88015864,35.47699951,16.21484715,221331601.0,4.39132592,0.20360913,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.84,IN,Indianapolis,Mall
99,2022-08-31,0.88015864,35.47699951,16.21484715,221331601.0,4.39132592,0.1192646,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.27,IN,Indianapolis,Mall
100,2022-09-30,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,-0.01188088,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.93,IN,Indianapolis,Mall
101,2022-10-31,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,-0.01188088,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.25,IN,Indianapolis,Mall
102,2022-11-30,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,-0.09267269,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,15.46,IN,Indianapolis,Mall
103,2022-12-31,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,-0.09267269,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.82,IN,Indianapolis,Mall
104,2023-01-31,0.89095788,35.49444041,16.21484715,221331601.0,4.39132592,-0.08494733,28.0,30.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,13.49,IN,Indianapolis,Mall
105,2023-02-28,0.92173975,35.49444041,16.28347824,163893700.0,4.42214501,-0.08599724,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.0,IN,Indianapolis,Mall
106,2023-03-31,0.92173975,35.49444041,16.28347824,163893700.0,4.42214501,-0.08599724,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.12,IN,Indianapolis,Mall
107,2023-04-30,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,-0.14001852,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.48,IN,Indianapolis,Mall
108,2023-05-31,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,-0.14001852,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,13.18,IN,Indianapolis,Mall
109,2023-06-30,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,-0.14001852,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.89,IN,Indianapolis,Mall
110,2023-07-31,0.92075421,35.52127401,16.28347824,163893700.0,4.42214501,-0.04979625,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.33,IN,Indianapolis,Mall
111,2023-08-31,0.92075414,35.52127401,16.28347824,163893700.0,4.42214501,-0.05106437,29.0,25.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.33,IN,Indianapolis,Mall
112,2019-01-31,0.93396096,35.94073624,14.5767301,268466256.0,3.42984336,0.06960541,44.0,29.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,5.86,IN,Indianapolis,Industrial
113,2019-02-28,0.93799536,35.94073624,14.5767301,268466256.0,3.42984336,0.06960541,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,5.72,IN,Indianapolis,Industrial
114,2019-03-31,0.93799536,35.94073624,14.6145091,268466256.0,3.43575154,0.06960541,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.09,IN,Indianapolis,Industrial
115,2019-04-30,0.94478978,35.94073624,14.6145091,268466256.0,3.43575154,0.0727871,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.98,IN,Indianapolis,Industrial
116,2019-05-31,0.94478978,35.94073624,14.6145091,268466256.0,3.43575154,0.0727871,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.93,IN,Indianapolis,Industrial
117,2019-06-30,0.94517197,35.94073624,14.6145091,268466256.0,3.43575154,0.0468571,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,5.39,IN,Indianapolis,Industrial
118,2019-07-31,0.94517197,35.94073624,14.6145091,268466256.0,3.43575154,0.0468571,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.18,IN,Indianapolis,Industrial
119,2019-08-31,0.94601033,36.05858363,14.81399885,308404262.0,3.65968948,0.07463144,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.3,IN,Indianapolis,Industrial
120,2019-09-30,0.94601033,36.05858363,14.81399885,308404262.0,3.65968948,0.07463144,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,6.45,IN,Indianapolis,Industrial
121,2019-10-31,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,0.08502078,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,5.73,IN,Indianapolis,Industrial
122,2019-11-30,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,0.08502078,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.66,IN,Indianapolis,Industrial
123,2019-12-31,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,0.08502078,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25,4.33,IN,Indianapolis,Industrial
124,2020-01-31,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,0.12374996,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,4.7,IN,Indianapolis,Industrial
125,2020-02-29,0.95175706,36.05858363,14.81399885,308404262.0,3.65968948,0.12740916,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,5.96,IN,Indianapolis,Industrial
126,2020-03-31,0.95175706,36.05858363,14.81399885,308404262.0,3.65968948,0.12740916,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,5.36,IN,Indianapolis,Industrial
127,2020-04-30,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,0.10904656,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,8.43,IN,Indianapolis,Industrial
128,2020-05-31,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,-0.00828018,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,7.97,IN,Indianapolis,Industrial
129,2020-06-30,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,-0.00828018,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,8.08,IN,Indianapolis,Industrial
130,2020-07-31,0.94800962,36.05858363,14.81399885,308404262.0,3.65968948,-0.00828018,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,7.81,IN,Indianapolis,Industrial
131,2020-08-31,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,0.03326505,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,9.81,IN,Indianapolis,Industrial
132,2020-09-30,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,0.09239722,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,8.69,IN,Indianapolis,Industrial
133,2020-10-31,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,0.09239722,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,11.14,IN,Indianapolis,Industrial
134,2020-11-30,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,0.09239722,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,10.37,IN,Indianapolis,Industrial
135,2020-12-31,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,0.09239722,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33,10.12,IN,Indianapolis,Industrial
136,2021-01-31,0.948,36.16380188,14.81399885,308404262.0,3.65968948,0.09508512,37.0,43.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,10.99,IN,Indianapolis,Industrial
137,2021-02-28,0.93534011,36.16380188,16.18447256,312747984.0,4.37329087,0.07553696,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,12.28,IN,Indianapolis,Industrial
138,2021-03-31,0.93534011,36.16380188,16.18447256,312747984.0,4.37329087,0.07553696,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,13.08,IN,Indianapolis,Industrial
139,2021-04-30,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.08029942,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,12.33,IN,Indianapolis,Industrial
140,2021-05-31,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.08029942,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,11.66,IN,Indianapolis,Industrial
141,2021-06-30,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.08029942,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,11.79,IN,Indianapolis,Industrial
142,2021-07-31,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.29476441,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,11.65,IN,Indianapolis,Industrial
143,2021-08-31,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.2908961,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,16.13,IN,Indianapolis,Industrial
144,2021-09-30,0.938,36.16380188,16.18447256,312747984.0,4.37329087,0.2908961,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,13.1,IN,Indianapolis,Industrial
145,2021-10-31,0.947,36.16380188,16.18447256,312747984.0,4.37329087,0.4341118,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,13.42,IN,Indianapolis,Industrial
146,2021-11-30,0.947,36.16380188,16.18447256,312747984.0,4.37329087,0.4341118,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,13.95,IN,Indianapolis,Industrial
147,2021-12-31,0.947,36.16380188,16.18447256,312747984.0,4.37329087,0.4341118,30.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76,11.11,IN,Indianapolis,Industrial
148,2022-01-31,0.948,36.11451117,16.18447256,312747984.0,4.37329087,0.47814552,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,12.78,IN,Indianapolis,Industrial
149,2022-02-28,0.95376828,36.20482757,16.22112696,339061176.0,4.38804577,0.48985681,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.26,IN,Indianapolis,Industrial
150,2022-03-31,0.95376828,36.20482757,16.22112696,339061176.0,4.38804577,0.48985681,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.15,IN,Indianapolis,Industrial
151,2022-04-30,0.958,36.20482757,16.22112696,339061176.0,4.38804577,0.33717835,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.29,IN,Indianapolis,Industrial
152,2022-05-31,0.958,36.20482757,16.22112696,339061176.0,4.38804577,0.33717835,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.61,IN,Indianapolis,Industrial
153,2022-06-30,0.958,36.20482757,16.22112696,339061176.0,4.38804577,0.33717835,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.59,IN,Indianapolis,Industrial
154,2022-07-31,0.96,36.20482757,16.22112696,339061176.0,4.38804577,0.17743962,30.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.84,IN,Indianapolis,Industrial
155,2022-08-31,0.96,36.20482757,16.22112696,339061176.0,4.38804577,0.09695496,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,13.27,IN,Indianapolis,Industrial
156,2022-09-30,0.962,36.20482757,16.22112696,339061176.0,4.38804577,-0.10782104,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.93,IN,Indianapolis,Industrial
157,2022-10-31,0.962,36.20482757,16.22112696,339061176.0,4.38804577,-0.10782104,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,16.25,IN,Indianapolis,Industrial
158,2022-11-30,0.962,36.20482757,16.22112696,339061176.0,4.38804577,-0.2509457,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,15.46,IN,Indianapolis,Industrial
159,2022-12-31,0.962,36.20482757,16.22112696,339061176.0,4.38804577,-0.2509457,30.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09,14.82,IN,Indianapolis,Industrial
160,2023-01-31,0.958,36.35555463,16.22112696,339061176.0,4.38804577,-0.21094818,29.0,30.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,13.49,IN,Indianapolis,Industrial
161,2023-02-28,0.98384372,36.35555463,16.29178214,251071200.0,4.40551973,-0.23162037,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.0,IN,Indianapolis,Industrial
162,2023-03-31,0.98384372,36.35555463,16.29178214,251071200.0,4.40551973,-0.23162037,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.12,IN,Indianapolis,Industrial
163,2023-04-30,0.972,36.35555463,16.29178214,251071200.0,4.40551973,-0.24152096,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,15.48,IN,Indianapolis,Industrial
164,2023-05-31,0.972,36.35555463,16.29178214,251071200.0,4.40551973,-0.24152096,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,13.18,IN,Indianapolis,Industrial
165,2023-06-30,0.972,36.33519916,16.29178214,251071200.0,4.40551973,-0.14593707,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.89,IN,Indianapolis,Industrial
166,2023-07-31,0.972,36.33519916,16.29178214,251071200.0,4.40551973,-0.11952276,22.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.33,IN,Indianapolis,Industrial
167,2023-08-31,0.972,36.33519916,16.29178214,251071200.0,4.40551973,-0.0394391,41.0,25.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45,12.33,IN,Indianapolis,Industrial
168,2019-01-31,0.89109592,39.16991341,16.90362925,4651848404.0,2.77595171,0.01726011,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.22,PA,Philadelphia,Office
169,2019-02-28,0.89,39.16991341,16.90362925,4651848404.0,2.77595171,0.01726011,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.56,PA,Philadelphia,Office
170,2019-03-31,0.89,39.16991341,16.85642178,4651848404.0,2.76909644,0.01726011,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,4.87,PA,Philadelphia,Office
171,2019-04-30,0.89,39.16991341,16.85642178,4651848404.0,2.76909644,0.01588763,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.21,PA,Philadelphia,Office
172,2019-05-31,0.89,39.16991341,16.85642178,4651848404.0,2.76909644,0.01588763,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.72,PA,Philadelphia,Office
173,2019-06-30,0.89,39.16991341,16.85642178,4651848404.0,2.76909644,0.01460974,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,4.68,PA,Philadelphia,Office
174,2019-07-31,0.89,39.16991341,16.85642178,4651848404.0,2.76909644,0.01460974,47.0,45.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.01,PA,Philadelphia,Office
175,2019-08-31,0.89907981,39.31925143,17.07713712,4280948508.0,2.95638746,0.0313317,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,4.41,PA,Philadelphia,Office
176,2019-09-30,0.89907981,39.31925143,17.07713712,4280948508.0,2.95638746,0.0313317,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.53,PA,Philadelphia,Office
177,2019-10-31,0.89883609,39.31925143,17.07713712,4280948508.0,2.95638746,0.03318747,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,5.51,PA,Philadelphia,Office
178,2019-11-30,0.89883609,39.31925143,17.07713712,4280948508.0,2.95638746,0.03318747,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,4.88,PA,Philadelphia,Office
179,2019-12-31,0.89883609,39.31925143,17.07713712,4280948508.0,2.95638746,0.03318747,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65,4.98,PA,Philadelphia,Office
180,2020-01-31,0.89883609,39.31925143,17.07713712,4280948508.0,2.95638746,0.0271971,42.0,26.0,113.7,0.89,2.59,77090.13,10.27,89.32,0.39,61.73,58746.0,158921.45,38.48,4.17,0.08,0.01,63.12,0.2,-4.04,121.95,4.72,PA,Philadelphia,Office
181,2020-02-29,0.89778911,39.31925143,17.07713712,4280948508.0,2.95638746,0.02151756,42.0,26.0,113.7,0.89,2.59,77090.13,10.27,89.32,0.39,61.73,58746.0,158921.45,38.48,4.17,0.08,0.01,63.12,0.2,-4.04,121.95,5.11,PA,Philadelphia,Office
182,2020-03-31,0.89778911,39.31925143,17.07713712,4280948508.0,2.95638746,0.02151756,42.0,26.0,113.7,0.89,2.59,77090.13,10.27,89.32,0.39,61.73,58746.0,158921.45,38.48,4.17,0.08,0.01,63.12,0.2,-4.04,121.95,6.01,PA,Philadelphia,Office
183,2020-04-30,0.89580655,39.31925143,17.07713712,4280948508.0,2.95638746,0.01689062,42.0,26.0,113.7,0.89,2.59,77090.13,10.27,89.32,0.39,61.73,58746.0,158921.45,38.48,4.17,0.08,0.01,63.12,0.2,-4.04,121.95,12.15,PA,Philadelphia,Office
184,2020-05-31,0.89580655,39.31925143,17.07713712,4280948508.0,2.95638746,-0.08129346,42.0,26.0,113.7,0.89,2.59,77090.13,10.27,89.32,0.39,61.73,58746.0,158921.45,38.48,4.17,0.08,0.01,63.12,0.2,-4.04,121.95,11.35,PA,Philadelphia,Office
